b_no	r_no	agegroup	name	birth	seat
533	16450	1	Chang BongPi	2014-01-16	C08
534	23421	1	Tok JeoJeong	1969-01-03	E04
535	47911	1	Ha NaeHu	2008-06-30	D09
536	13492	1	Pil HwangBak	1996-04-26	D01
537	45535	1	Sang BaekSon	1965-10-11	E05
538	9230	1	Jeom JinSang	1952-11-08	B05
539	34093	1	Jun EomChang	1972-05-21	E08
540	41329	1	Kal RangKung	1986-09-25	A07
541	9179	1	Bae PoKuk	1972-06-26	A07
542	24800	1	Jo OngBin	2010-03-03	B05
543	29430	1	Un SangOng	2001-02-27	D06
544	32090	2	Je PungSong	2020-07-20	D01
545	41976	1	Jin EogeumKyo	1989-02-06	D06
546	14928	1	Sim YeonSang	2004-01-16	D01
547	32268	1	Kyo HaeHam	1975-12-11	E02
548	31239	1	Ton UTae	2010-01-16	A06
549	37663	1	Ku SeokMaeng	1976-05-22	D02
550	16427	1	Hae YangNamgung	1998-03-09	A01
551	1945	1	Bae MyoRan	1986-10-25	A02
552	18572	1	Eom ChongBeon	2000-04-04	E09
553	11292	1	Kun KilMaeng	1971-09-15	C10
554	4704	1	Jegal SeoSam	1984-11-29	B07
555	40514	1	Won MukHo	2000-05-24	D03
556	44998	1	Geum KyoSip	2012-02-08	B03
557	44069	1	Min HanIn	1995-08-10	B08
558	12688	1	Ran ByeonWon	1976-01-11	D07
559	33564	1	Hu KiKwan	2004-09-11	B09
560	45838	1	Wan GyeongTam	2016-09-23	C08
561	17988	1	Gwok ChunMuk	1952-06-06	C05
562	1690	1	Jo HwanSong	1990-01-12	A08
563	18586	1	Mangjeol NaeJeup	2005-04-27	B06
564	16827	1	Roe BongSagong	1979-05-11	D10
565	15305	1	Hyeon MinRim	2012-11-24	C10
566	14567	1	Kung KangKung	1999-10-30	B08
567	19135	1	Po HakEo	1989-12-15	A08
568	13146	1	Bu SagongGyeong	2009-01-20	D06
569	12984	1	Rang KwaeTa	2010-11-03	C05
570	13333	1	Ji ISam	2004-09-30	D02
571	25985	1	Noe ImGeum	2009-09-17	E04
572	44558	1	Jeong NamSeol	1963-08-07	D01
573	38867	1	Nan JeomKangjŏn	1965-08-23	E10
574	45479	2	Ro KaRyeo	2020-01-08	D02
575	32009	1	Tok SeoMyo	2013-04-27	A07
576	48965	1	Yeon KwanTo	1954-01-24	E04
577	34151	1	Mo MoKok	1974-04-26	B07
578	22292	1	Ok RyeoJeom	2007-03-12	E08
579	27716	1	In ChoeGyeon	1982-06-07	C09
580	49747	1	Tan MoSip	1999-02-04	C07
581	39974	1	Son SaYang	1955-03-22	D09
582	34853	1	Song PoSam	1981-11-19	B09
583	12281	1	Sang HongHeo	1985-08-19	D09
584	23967	1	Yun KuKun	1997-03-17	D06
585	14680	1	Kae BeomChae	2005-08-17	B07
586	47947	1	Paeng TaTokko	1966-07-27	C04
587	34913	1	Geum SaJa	1953-04-06	B04
588	17893	1	Kangjŏn OngBin	2008-04-03	D02
589	15948	1	Seok YoKae	1951-10-10	E05
590	10800	1	Pyeon UMyo	2014-05-03	C01
591	43161	2	Choe SeolRa	2018-11-16	D06
592	23109	1	Kwak KoKang	2014-06-20	A06
593	25243	1	Ja YeopChoe	1981-09-05	A06
594	40301	1	Cho WanJin	1954-05-30	E03
595	8207	1	Eo RyuJa	1994-12-13	D06
596	42859	1	Min HoPaeng	1957-04-26	D05
597	27960	1	Tang PilKam	1955-03-12	A10
598	30586	1	Pung DeungSa	1967-09-23	E06
599	24294	1	U ChangRu	2008-05-18	A10
600	38789	1	Song EomMangjeol	2014-05-07	A07
601	6751	1	Ryuk NaeSon	1965-11-11	A02
602	17833	2	Ro BaeDeung	2020-02-16	B03
603	34760	1	Song JaEun	1999-12-02	E07
604	6126	1	Bin SangMu	1963-01-09	D07
605	13818	1	Jun JeomEo	1993-10-28	E09
606	30771	1	Kang HaCho	2014-08-04	E03
607	44325	1	Kyo JeongAe	1956-09-22	A09
608	10524	1	Tong PilOng	2010-08-15	E08
609	30908	1	Yuk HakHan	2010-02-02	D07
610	29241	1	Seol KokNam	1980-02-13	A04
611	27078	1	Sip MyoPyeong	2000-05-10	E06
612	24090	1	Gyeon YeongTong	1951-01-23	D05
613	45373	1	Tok RuKa	1989-07-31	A07
614	31737	1	Eun JinChu	1966-05-24	B10
615	37299	1	Jin JeungChae	1981-07-06	B03
616	8715	1	Han RyuMan	2009-04-16	E02
617	17452	1	Sobong MukHam	1977-05-13	C07
618	46494	1	Mo SimSin	1988-07-21	E03
619	34664	1	Ju ChoeEun	1954-02-22	B01
620	10001	2	Kuk TanRyuk	2020-04-03	C03
621	41850	1	Wi MangjeolMok	1978-05-21	E03
622	42040	1	Ja BongKuk	1976-05-21	D04
623	27409	1	Bok NuRoe	1951-03-14	E09
624	25748	1	Ryang RyuMo	1953-04-05	E03
625	10615	1	Bae KuGwok	1989-11-17	B10
626	17336	1	Tan MukHak	2008-06-16	E09
627	45602	1	Bi JaPyo	1989-06-21	B08
628	6195	1	Sim GwokBok	1954-02-01	E10
629	44111	1	Ryeo TuRu	1952-11-05	D03
630	5430	1	Mae RyukYeop	1976-02-11	E08
631	43362	3	Nu RyukChu	2022-12-30	D10
632	21209	1	Sam TongBin	2017-03-28	A01
633	2030	1	Seol ToSun	1981-04-09	B01
634	34209	1	Bi NoeKim	1993-12-27	E05
635	39191	1	O DeungjeongRoe	1982-02-04	B09
636	23973	1	Kung SiMa	1979-12-10	C05
637	15293	1	Bak MangjeolTongbang	1964-10-29	D02
638	13844	1	Hak OngSin	1970-08-22	B10
639	26415	1	Tok ChongTae	1956-09-25	C07
640	40711	1	Hwangbo SagongRan	1998-10-06	B04
641	6401	1	Kang OnJeo	1996-04-22	E08
642	6837	1	Sim PiMin	1991-12-09	D08
643	9171	1	Ran RyeomRim	1973-11-22	A09
644	27405	3	Kun JuI	2023-03-29	B07
645	29228	1	Su BinOn	1995-08-02	D03
646	39915	3	Beom EunSong	2021-12-21	B06
647	35230	1	Yo YunHwan	1967-04-30	E03
648	13083	3	Hong KokWang	2021-12-05	C07
649	6062	1	Yeo BuPyeong	1951-12-26	A06
650	48917	1	Sin TakKa	2013-07-15	D10
651	25657	1	Jo HamJun	1965-11-22	D08
652	35147	1	Jwa JegalJang	1982-05-07	D07
653	49518	1	Son SeolBaek	1981-06-27	B01
654	3737	1	Jang TangSun	1972-12-16	B05
655	4012	1	Ho RaYe	1994-02-12	D02
656	17166	1	Sa JeongCheon	1964-01-20	A06
657	34785	1	An MaRyang	1985-06-09	B02
658	9806	1	Seomun HyeonYeom	1993-04-25	C08
659	16639	1	Rang RaSeung	2005-04-21	E09
660	8466	1	Bok YeTae	1975-08-05	E05
661	2372	1	Sagong ChoTang	1959-01-20	C09
662	5411	1	Cho SeokBang	1960-06-30	D04
663	322	1	Baek ToYeop	1950-12-12	B06
664	6068	1	Chong OYo	2000-12-18	D10
665	48723	1	Sip SeonuRang	1989-10-03	E07
666	44699	1	Ro SeungNa	1971-01-14	C04
667	11156	1	Kung HaeJo	1999-06-06	A09
668	41206	1	Chae KaHa	1996-09-14	C10
669	37313	1	In ChangSagong	2009-01-13	E07
670	5811	1	Sang BongBong	1995-11-11	C09
671	33941	1	O WangJeong	1951-09-24	E06
672	6489	1	Nang PanJwa	1959-04-30	A04
673	49311	1	Gyeon KyeSeon	1999-05-29	D07
674	15211	1	Ryeo JwaTae	1982-09-22	C08
675	17567	1	Chun NanSun	1975-11-25	C02
676	39778	1	Kun YangYo	1999-10-16	C08
677	41172	1	Gwon JinMok	1998-08-06	B04
678	33372	1	Ye GeunOn	2008-04-28	D03
679	27514	1	Jang JwaKok	1966-10-29	C04
680	46820	1	Nae KamTan	1957-11-07	A06
681	49238	1	Im KokPyo	1998-03-22	D03
682	2722	1	So BaeSong	1993-03-11	B09
683	40281	1	Kim KoRi	2014-09-01	A10
684	22287	1	Ong ChunYeom	2004-01-24	C08
685	9280	1	Won SamSeol	2004-05-16	C08
686	27910	1	Pi ChaeHak	1970-02-09	E09
687	34818	1	Gyeon SoSeong	1951-08-13	A03
688	25420	1	Seonu NanTa	1978-01-29	C05
689	14432	1	Bo RanYong	2007-01-15	A07
690	29581	1	Su JeomHyeong	1970-06-13	B03
691	7676	1	Chun HyeongChang	2005-10-09	B07
692	15393	1	Seonu RangKang	2006-08-04	A07
693	5759	1	Im MokHwang	2013-10-09	C09
694	46539	1	Chu NamNu	2000-05-30	C05
695	13745	1	Ham BangSeop	1989-06-13	B05
696	11126	1	Myeong HanKuk	1972-01-05	C09
697	46414	1	Seon RyeomAe	1971-02-16	C03
698	4278	1	Chu BiTa	1956-05-28	D03
699	26559	1	Seok GeumMaeng	1977-12-22	B07
700	47954	1	Tokko KimJeon	2001-12-22	D01
701	15658	1	Ro BeomNamgung	1968-06-15	E10
702	24103	1	Mae HuYe	1979-02-13	C04
703	44683	1	Pung YuMubon	1961-03-09	C05
704	43658	1	A WangRo	1971-09-19	E10
705	46343	1	Jun GeumKil	1969-07-20	B06
706	18097	1	Chong JinHam	1959-09-14	B01
707	14634	1	Pan JongSa	2011-04-11	C07
708	9239	2	Ta KongTo	2020-12-13	E02
709	1889	1	Nang MiA	1968-02-07	A07
710	46112	1	So YongJo	1989-10-25	B08
711	49630	1	Seo NaWan	2007-03-08	D04
712	29675	3	San SeungKwae	2021-08-08	E01
713	40379	1	Su SeoMan	1980-06-17	C06
714	12859	1	Ja JwaBaek	1973-06-22	B10
715	37105	2	Wi AnBak	2020-06-23	E04
716	42087	1	Hwan SangKong	1986-11-13	B08
717	19155	1	Mae NamHwa	2003-08-24	C05
718	49416	1	Jeon TonU	2007-10-30	B08
719	47646	1	Jeo HakNamgung	1983-03-07	D10
720	16490	1	Tokko BiHwa	1996-02-08	A07
721	19819	1	Paeng GwonKal	1990-03-28	C08
722	35564	1	Kwak PiTae	2015-10-22	C01
723	19837	1	Ran HwanGeum	2007-09-09	A09
724	33226	1	Jang MukMae	1969-12-21	E08
725	12470	1	Tong SuMin	1988-10-13	E04
726	18179	1	Tu TanOk	1955-11-07	E10
727	18749	1	Sin BongJeong	1996-06-21	B01
728	30469	1	Mok BeomCha	1963-08-27	A04
729	36666	3	Min NangByeon	2022-07-07	B02
730	36392	1	Jeom ChoRoe	1998-04-06	B07
731	27886	1	Ko JanggokSun	1998-12-29	A10
732	24893	1	Paeng HamJegal	1962-09-04	A09
733	45428	2	Han ChangPyeon	2020-08-21	B06
734	728	1	Mo NanJin	1969-04-15	C01
735	6222	1	Bak SeolSeop	1967-11-13	D01
736	8398	1	Rang EoCha	2015-05-27	E09
737	44030	1	O SimTae	1977-06-18	C10
738	133	1	Deungjeong JinHu	1988-11-22	A03
739	39073	1	Seo SobongChoe	2005-12-28	A07
740	16360	1	Ta YunPyeong	1950-11-15	E04
741	28872	1	Sang NanYe	2008-11-14	E01
742	21791	1	Rim SeokGwon	1988-11-19	A10
743	4906	1	Seomun SeoChu	1989-12-29	E06
744	38856	1	I NaeKim	1997-11-13	A02
745	48792	2	Kun KalOk	2019-02-11	C05
746	25686	1	Sang UnYu	2011-05-26	E04
747	45344	1	Ya JinKong	1985-08-05	C06
748	32634	1	Ka YePan	1987-11-06	D09
749	30219	1	Seop KukAe	1958-09-17	D03
750	43314	1	Bok SanJeup	2003-02-08	B05
751	28278	1	Ja KunHae	1995-01-18	C09
752	40742	2	Chang HaAn	2019-03-17	E06
753	30715	1	Geum HwaBok	1950-06-04	D05
754	22780	1	Yu BaekNang	2002-01-28	D09
755	35537	1	Hak RyeomTok	2015-02-24	C06
756	39807	1	Kal HyeonTam	1982-06-13	C03
757	42776	1	Nam JeoKi	1976-11-11	A02
758	14129	1	Ra KuKwae	1994-06-10	C03
759	35224	1	Pyo JuCha	1962-08-13	A10
760	43780	1	Chae SaOk	2010-03-11	B07
761	9498	1	Ran MinBan	1979-06-06	E07
762	7821	1	Ku AeCho	1969-02-23	E03
763	31473	1	Deung GwokAn	1966-09-13	A10
764	44238	3	Jeung RyangSeung	2023-03-14	B01
765	13704	1	Eogeum SeungKok	1954-06-23	A06
766	25371	1	Jeung RyukNamgung	1979-10-27	D04
767	40761	1	Ja SeolByeon	1989-06-07	B04
768	3312	1	Tam ChaPi	1968-06-20	D08
769	24542	1	Mu ChunBan	1968-10-24	B05
770	4117	1	Jeung YeongHam	1988-11-09	D02
771	6345	1	Ye HoBok	2003-08-20	E02
772	2877	1	Mu HoKo	1979-01-19	B10
773	46721	1	Kyo KuRi	1982-10-04	D10
774	27354	1	Kwan PyeongRyu	2011-06-26	D04
775	36954	1	Cho ChongBeon	2002-12-06	C06
776	9701	1	No HaEum	1965-07-23	E02
777	23535	1	U YangRyeom	1967-02-14	C05
778	48805	1	Hu KaTokko	2016-05-24	A08
779	16974	2	Ja EomChu	2018-07-07	B05
780	22368	2	Mok TangCho	2017-06-07	B06
781	17332	1	Beon PiOn	2013-09-25	C07
782	17489	1	Cho CheonBok	2000-09-17	B03
783	26667	1	Tu SaAn	1951-02-27	B07
784	46332	1	Ok WangBi	2005-11-21	D04
785	35576	2	Hwangbo JongHu	2020-11-28	D06
786	28668	1	Tongbang KokRyeo	2012-02-13	B08
787	46582	1	Seol MinMubon	1979-10-19	C02
788	20716	1	O KwanO	2000-11-07	E08
789	13439	1	Ja MaOn	1995-08-30	D03
790	22166	1	Han JwaKae	1974-08-20	E05
791	19482	2	Tae SonBak	2017-11-05	B02
792	33511	1	Kuk TongSin	2013-01-27	C01
793	17718	1	Ru BakSo	1992-08-29	E07
794	38304	1	Wan SeungKim	1975-06-11	A03
795	19927	1	An MuRa	2002-08-22	A08
796	31930	1	Baek SangMyo	1989-06-08	B08
797	32306	1	Rang EunKun	2012-03-28	C03
798	6328	1	Man SeolHwan	1952-06-30	E04
799	18490	1	I ByeonHyeong	2015-03-13	D05
800	33951	1	Ha NamgungChu	1952-08-13	A09
801	15952	1	Mubon RimYeon	1974-02-27	B10
802	45644	1	Ryang HeoBong	2004-03-13	B01
803	4785	1	Ok KanSeon	1994-03-13	C09
804	25703	1	To BangHa	1953-09-23	C05
805	15682	1	Ma PungYuk	1970-08-20	C05
806	8949	1	Yeo HamCho	1964-04-25	D07
807	32434	1	Mae TokkoEun	1982-09-10	E10
808	44901	1	Nae SimTa	1978-08-13	C04
809	38142	1	Hwa GyeongCheon	2007-06-13	C07
810	28839	1	Tam SimSi	1985-07-16	E07
811	46821	1	Min RuTang	2008-07-16	E05
812	23431	1	Yeong HakNo	2015-07-18	E01
813	1411	1	Pung MinTongbang	1997-01-29	A10
814	18622	1	Baek BakEogeum	1997-02-03	A03
815	22998	1	Hwan MubonEogeum	1982-07-01	E06
816	31748	1	Han KwaeNae	1958-09-10	E09
817	34582	1	Myeong ChongWon	1951-12-11	C03
818	7641	1	Ma EomA	1954-02-11	A07
819	29445	1	Bing MoBang	1955-09-17	D03
820	49732	1	Ku AeYe	1961-09-23	C04
821	29761	1	Ryeom KalKung	1954-01-07	E05
822	34269	1	Mun YeongDeung	1970-05-25	B10
823	37786	1	Yu KongKal	1992-03-02	A03
824	13472	1	Ju EunSin	1954-08-28	A04
825	24590	1	Si MinTan	1979-05-27	C02
826	32737	1	Ra TokkoAn	1968-05-05	A06
827	44789	1	Gwok WangBok	2005-04-13	C06
828	37893	2	Tok NoeHwan	2020-08-08	E03
829	31469	1	Yong YunGwok	2011-10-07	A07
830	45866	1	Jeup NaeMaeng	1999-12-31	B02
831	24108	1	Kwae WanPung	1975-03-06	C06
832	32323	1	Bae TuRu	1975-02-11	D09
833	21842	2	Hwa BeonOk	2019-05-31	A03
834	19300	1	Ong WangBi	1970-04-07	E01
835	46599	1	Muk SongMangjeol	1998-01-08	D07
836	5626	1	Kan BuBi	1961-07-23	B09
837	28929	1	Je NamgungMu	2013-04-02	C02
838	10938	1	Tong KangRu	2014-02-06	B05
839	5603	1	Hwangmok GyeonI	1994-11-13	E02
840	38321	1	Noe TokkoMi	1966-01-02	B06
841	17515	1	Son NamgungGwok	1990-09-08	C05
842	1009	1	Deungjeong TokJe	2013-04-12	C01
843	12274	1	Rang SeokEun	1969-09-07	A05
844	18283	1	Nang TangJeom	1992-09-02	D10
845	17579	1	Seo JaPo	1984-07-07	E02
846	4831	1	Hwan KimKwae	1979-12-11	C10
847	45343	1	Seonu JaTon	1989-07-25	B10
848	12706	1	Je AeEom	2005-11-10	E06
849	22316	1	Jwa UYang	1984-10-08	D07
850	6995	1	Jeong DeungSeop	1951-12-27	C10
851	2604	1	Jeo ByeonGwok	1953-11-22	C04
852	5447	1	Ku BingSan	2009-09-24	D02
853	15119	1	Mo HanBu	1972-05-29	C02
854	34816	1	Ha RimU	1993-04-20	B03
855	47720	1	Mubon TuSa	1952-06-15	A01
856	1593	1	Sip JeomChang	2008-06-10	B04
857	29131	1	Pan AnCha	1999-07-05	B02
858	8907	1	Muk SeungJegal	2012-01-31	D10
859	15330	1	Seok KukHa	2012-04-09	E06
860	16134	1	Kan ASagong	2005-01-18	A06
861	13476	3	Tae KwakRyang	2022-11-27	B10
862	15481	1	Gwok JunGwon	1997-05-26	B02
863	39014	1	Tokko BiHan	1953-10-23	A03
864	24611	1	Mubon RuNam	1952-05-03	D01
865	9778	1	Ru SobongNo	2011-07-12	C07
866	29467	1	Ra TangRang	1993-06-13	B08
867	9639	1	Jeong SinHwa	2010-08-23	B03
868	38214	1	Nae ToEum	2012-08-23	B02
869	12013	1	Baek DeungjeongAe	1950-11-23	C08
870	44679	1	Kam HwanRi	1972-06-15	A10
871	30766	1	An KungBok	1963-01-30	B09
872	18198	1	An JwaYeo	1955-03-30	C06
873	22689	1	Ryu PoRa	1989-07-20	D05
874	26076	1	Ya SipMaeng	1955-03-04	A09
875	6870	1	Jang HyeongSobong	1996-02-08	C04
876	40838	1	Wi HakChang	1951-09-09	E04
877	11577	1	Nae ChoeSin	1953-06-13	B07
878	37270	1	Mok JoRyeo	1971-02-15	B04
879	512	1	Choe HoEogeum	1998-02-15	C10
880	13139	1	Tu InEun	1970-01-12	B02
881	1379	1	Baek YongJi	2003-08-14	C06
882	23806	1	Jun PilI	2004-08-04	C01
883	41115	1	Jeom RoSip	1976-10-22	B09
884	3302	1	Jeon KangjŏnMa	1955-12-15	E08
885	16988	1	Beon NaMok	1968-01-23	A01
886	30124	2	Mu BongTa	2017-06-14	B07
887	21312	2	Ki TokkoPo	2018-04-29	C04
888	25655	1	Ku JwaKim	1991-02-21	B04
889	25226	1	Tang GeunEun	2010-03-10	C10
890	30362	1	Ton YongDeungjeong	2001-03-21	B03
891	16595	1	Ru HyeonWon	1986-01-31	B01
892	34555	3	Ran JeomTa	2022-06-30	E07
893	8439	1	Ka ChuKun	1959-01-29	B10
894	43464	1	Pan HuSam	1951-09-28	D04
895	30985	1	Ko MiYeop	1995-05-03	C06
896	42740	2	Janggok JeupKa	2017-09-15	B05
897	3141	1	Tang RuPo	1977-11-19	D05
898	43345	1	Si KwanYeop	2004-11-17	A09
899	3344	1	Hwangbo NanOn	1954-06-18	A04
900	48900	1	Roe KalYang	1997-12-14	C05
901	21573	1	Beom WanGeun	1986-05-25	A03
902	10088	1	Geum HaeO	1986-05-26	B04
903	38636	1	Gwok WanJu	1987-03-11	C01
904	38520	1	Rang JeEom	1982-01-13	A05
905	8604	1	Ji ChaeA	2002-03-22	B02
906	5986	1	U KamMok	1958-02-10	D08
907	2257	1	Tam HwaRyeom	2014-04-26	E08
908	32437	1	Heo PanYeo	1992-10-10	C06
909	19958	1	Seok RangHa	1960-08-07	B04
910	1468	1	Nam BakNo	2004-03-08	E01
911	30766	1	Tu BaekRyu	1985-03-22	C01
912	45627	1	Ri PyoHyeon	1965-02-27	A09
913	36015	1	Hyeong BiGyeong	2005-01-31	A06
914	38891	1	Ru HeoYong	1970-08-25	A10
915	30867	1	Tan HwangboJegal	1970-10-26	D09
916	23215	1	Je UnRi	1952-09-10	B02
917	38424	1	Chang KyeTang	1964-07-18	E02
918	26746	2	Wang ManEo	2018-08-12	A09
919	23630	1	Ae MangjeolJi	2005-03-21	B10
920	16768	1	Won EoSi	1976-04-06	D08
921	16829	1	Chang SinKung	1964-11-22	C10
922	32919	1	Bo HwaRa	1999-12-22	C03
923	27883	1	Tae SeopKil	1980-11-03	D09
924	27852	1	Bing HwanRyang	1964-11-13	E06
925	30111	1	Seop AnI	1970-06-28	C05
926	38652	1	A HakEogeum	1988-10-18	A05
927	9324	1	Bong TongNamgung	2012-10-03	D05
928	985	1	Kuk GyeongPil	1966-10-24	D03
929	47017	1	Jong RyangHak	1983-02-23	D06
930	937	1	Kong BiNu	1964-06-15	C01
931	12579	1	Kun PoBin	1981-01-25	E01
932	27438	1	Ro HakIn	1999-02-01	E09
933	33501	1	Kok NanHwan	2001-01-02	D07
934	26713	1	Ji HwangSip	1986-11-05	E03
935	44956	1	Roe JoSu	1951-01-01	C01
936	2057	1	Seok BokBi	2010-04-01	A01
937	36893	1	Seol HongSagong	2013-05-20	A09
938	32847	1	Won NamHam	1989-10-21	E05
939	48720	1	Su MubonMin	1984-06-08	C02
940	43249	3	Yo MaYeo	2021-12-20	D04
941	44487	1	Yu YeomHeo	1980-01-11	A10
942	22275	1	Yang HuWon	2000-11-22	A02
943	38311	1	Hwangbo YeongKu	1972-04-09	B02
944	26078	1	Nang HamMan	1980-06-25	E08
945	25657	1	Kuk SeonuBae	2009-03-07	E07
946	16060	1	Seung YaTo	1951-06-15	B06
947	2299	1	Jong JegalCho	1959-03-10	C06
948	22014	1	Ye WangJeong	1990-04-08	A09
949	16838	1	Tokko KwanYeong	2007-12-06	A01
950	30074	1	Pung KongYeon	1996-01-05	D07
951	1598	1	Mun HyeongYa	2010-03-23	A01
952	360	1	Kye SeomunJwa	1974-10-21	C10
953	28024	1	Ya AnJa	1975-02-05	B09
954	27292	1	Bing SeopSeop	1993-02-10	E04
955	36187	1	Chae SagongJegal	2005-01-20	D07
956	47086	1	Si KokSan	1952-11-27	A10
957	15101	1	Chun YeonKi	1981-09-21	B02
958	19214	1	Won BeomSim	1957-07-07	A01
959	24442	1	San MoYeo	1960-12-21	C04
960	4605	1	Ku TokTang	1999-10-13	A01
961	1890	1	Hong AnSeomun	1983-04-20	D07
962	42362	1	In KungJeup	1955-08-26	B09
963	19053	1	Kuk EogeumMo	1992-05-26	A06
964	14285	2	Bin MunKam	2018-12-08	E03
965	25174	1	In JeongKye	1982-09-07	E04
966	12699	1	Ta InSam	1970-09-29	D03
967	48566	1	Jang YeongHae	2002-10-16	E09
968	19330	1	Muk PilYeo	1983-08-25	D06
969	19374	1	Jeung EumTon	1991-03-30	A02
970	12498	1	Ryeom SonHak	1996-01-01	A07
971	23859	1	Maeng TuMan	1986-01-25	C10
972	30756	1	Janggok TaeSeok	2016-10-01	B06
973	43440	2	Kil YeKu	2018-01-07	B04
974	7136	1	Ham AnTok	1967-06-23	B07
975	23967	1	Nang ChuUn	1959-02-27	D07
976	26988	1	Sim RyangMi	1971-01-25	B08
977	4307	1	Muk TaeJeom	1958-02-14	A03
978	24648	1	So BeonYe	2012-01-17	C10
979	9668	1	Kye HamSa	1973-07-09	E10
980	23149	1	Ju EumUn	2013-08-03	B02
981	14863	1	Ki MubonTo	1968-09-14	A06
982	19754	1	Jeon YoAn	2016-07-09	D06
983	10880	1	Gwon YeopNam	1977-07-23	A02
984	26705	1	Deung OChong	1971-03-01	C09
985	14177	1	Han BokKi	1950-03-16	C02
986	41114	1	Gyeong ChongJa	1973-07-04	E10
987	13979	1	In TaeBing	1967-01-30	B03
988	32581	1	Ho JeomGwok	1966-10-01	E01
989	26905	1	Ro WangMubon	2004-10-28	A01
990	5432	2	Tan YeopKun	2019-09-15	D06
991	36125	1	Ra RyeoJang	1993-01-14	A07
992	4534	1	Yang TanJu	1992-08-10	B02
993	5042	1	Yun MyeongBeom	2013-07-03	D07
994	15284	1	Son HwanTam	1993-10-14	E08
995	39827	1	Myeong ATae	1978-05-14	D04
996	47794	1	Sip RanHwan	1959-01-30	B08
997	498	1	Kang JeonOng	2003-04-08	C05
998	27931	1	Chae JeungHwan	1999-12-16	A02
999	10513	1	O TokSo	1980-07-20	C06
1000	168	1	Ju PaengMaeng	2016-02-28	D05
1001	17230	1	Hyeong ImJin	1959-04-04	A09
1002	29017	2	Bo YeongMin	2018-01-08	A06
1003	3322	1	Pyeon RyeoEum	1950-11-05	D08
1004	12370	1	Tu TanMun	1963-11-06	E05
1005	30560	1	In JoIm	2001-07-10	A08
1006	10047	1	Tongbang NaeKan	2001-04-27	C01
1007	3062	1	Ju HyeongHong	2001-02-12	D01
1008	49716	1	Kong BaekHu	1980-07-10	C02
1009	40864	1	Mo YunKi	2003-08-02	D10
1010	36558	1	Man KyoJu	1959-08-09	A09
1011	32326	1	Ka KangMyo	1977-03-04	D01
1012	16572	1	Hwangmok BangPung	1995-11-20	D06
1013	35137	1	Chun SimSeol	2000-08-09	A04
1014	6704	1	Seonu PilMok	2012-12-19	A07
1015	43424	1	Nan JeongNa	1962-11-14	E08
1016	49094	1	Ka KungPan	1968-01-25	C04
1017	34414	1	Un TuSagong	1991-11-08	A01
1018	27524	1	Han JiSeol	1959-08-05	B08
1019	45129	1	Pung HyeonSeomun	2012-06-27	D02
1020	5236	1	Myo YeomKim	1968-03-07	C08
1021	22006	1	Muk RaHo	1987-02-26	A04
1022	46594	1	Yong MuTae	1991-02-03	C03
1023	22084	1	Ri BakPo	1968-04-16	C07
1024	30788	1	Wi MaeNamgung	1972-03-02	A01
1025	37118	1	Ri YangNa	1959-04-19	C04
1026	3111	1	Hae MyoSo	1962-03-20	D09
1027	30885	1	Deungjeong JongSo	2009-01-26	E09
1028	24202	1	Sa PiTang	1993-11-30	E05
1029	5290	1	Gwon SonKwae	2006-08-10	B04
1030	23860	1	Baek PiMaeng	2011-05-05	D09
1031	35681	1	Kwae MangjeolO	1958-01-22	B08
1032	7698	1	Deung SaMangjeol	1960-07-17	D07
1033	19936	1	Hwangbo KaTokko	2009-03-01	C09
1034	30069	1	Ran TanPyo	2012-07-22	A04
1035	24376	1	Jeo HaeKuk	1972-12-23	B02
1036	33499	1	Eo PyeonKal	2007-08-04	C06
1037	29453	1	Na RyeomCha	1962-04-05	B05
1038	23228	1	Pung AnKu	1959-08-12	C10
1039	10539	1	Wi MaSong	1994-07-20	A01
1040	25066	1	Ae KungRyeo	1989-08-23	B07
1041	28106	1	Seomun HwanOk	1965-09-22	D03
1042	11963	1	Cha RuEogeum	2000-01-06	A06
1043	36987	3	Jeom HaeKa	2023-03-29	A09
1044	31876	1	Hu KimChu	1980-09-08	B08
1045	35395	1	Kim KungMangjeol	1981-04-15	D07
1046	38989	1	Ka JeomJeong	1953-10-13	A04
1047	46824	1	Yeong KanRang	2016-02-27	C09
1048	11564	2	Tak IAe	2019-06-27	E02
1049	24970	1	Bu SonKa	1969-05-29	D09
1050	38269	1	O TangChang	1952-05-04	A10
1051	26482	1	No YeopBang	1960-11-09	D01
1052	32867	1	Mun ImRyeom	1989-09-21	C08
1053	17705	1	Geun WiKong	2014-10-01	D02
1054	24122	1	Tan YongKan	1999-02-18	D01
1055	48434	1	Kae KuJanggok	1993-01-13	A08
1056	22602	1	Sip WiMi	2001-06-23	E08
1057	17615	1	Ma EomKangjŏn	1983-02-03	E08
1058	42325	1	Mo OkRyuk	1970-06-12	E01
1059	11703	1	O SeungSong	1991-03-22	E01
1060	20299	1	Yeom RyangMo	2013-07-23	D10
1061	11629	1	Paeng EumSeung	2010-11-03	D08
1062	47775	1	Ho PungPyeon	1976-07-04	C08
1063	33661	2	Un NaUn	2020-01-23	A03
1064	1299	3	Noe OkBeon	2022-09-12	D01
1065	24222	1	Nu SagongTo	1951-04-14	A01
1066	10676	1	I WangRyu	1979-12-29	B05
1067	24376	1	Maeng PungTang	1993-05-29	A04
